CatalogKey,StockItemKey,PriceGroup,CurrencyCode,Price,Retail
ALL,840290936067,PH,USD,104.03,219.0
ALL,840290937705,PH,USD,104.03,219.0
ALL,840290937712,PH,USD,104.03,219.0
ALL,840290937729,PH,USD,104.03,219.0
ALL,840290937736,PH,USD,104.03,219.0
ALL,840290937743,PH,USD,104.03,219.0
ALL,840290937750,PH,USD,104.03,219.0
ALL,840290937903,PH,USD,127.78,269.0
ALL,840290937910,PH,USD,127.78,269.0
ALL,840290919091,PH,USD,127.78,269.0
ALL,840290905421,PH,USD,127.78,269.0
ALL,840290920080,PH,USD,127.78,269.0
ALL,840290941023,PH,USD,17.5,35.0
ALL,840290941030,PH,USD,17.5,35.0
ALL,840290941047,PH,USD,17.5,35.0
ALL,840290941054,PH,USD,17.5,35.0
ALL,840290941061,PH,USD,17.5,35.0
ALL,840290941078,PH,USD,17.5,35.0
ALL,840290941085,PH,USD,17.5,35.0
ALL,840290941108,PH,USD,17.5,35.0
ALL,840290941139,PH,USD,17.5,35.0
ALL,840290941115,PH,USD,17.5,35.0
DUCKS,840290929540,PH,USD,149.5,299.0
DUCKS,840290929557,PH,USD,149.5,299.0
DUCKS,840290929564,PH,USD,149.5,299.0
DUCKS,840290929571,PH,USD,149.5,299.0
DUCKS,840290929588,PH,USD,149.5,299.0
DUCKS,840290929595,PH,USD,149.5,299.0
DUCKS,840290929601,PH,USD,149.5,299.0
DUCKS,840290929618,PH,USD,149.5,299.0
DUCKS,840290929625,PH,USD,149.5,299.0
DUCKS,840290929632,PH,USD,149.5,299.0
DUCKS,840290929649,PH,USD,149.5,299.0
DUCKS,840290929656,PH,USD,149.5,299.0
DUCKS,840290929663,PH,USD,149.5,299.0
DUCKS,840290929670,PH,USD,149.5,299.0
ALL,840290937927,PH,USD,127.78,269.0
ALL,840290937934,PH,USD,127.78,269.0
ALL,840290937941,PH,USD,127.78,269.0
ALL,840290937958,PH,USD,127.78,269.0
ALL,840290937965,PH,USD,127.78,269.0
ALL,840290937972,PH,USD,104.03,219.0
ALL,840290937989,PH,USD,104.03,219.0
ALL,840290937996,PH,USD,104.03,219.0
ALL,840290938009,PH,USD,104.03,219.0
ALL,840290938016,PH,USD,104.03,219.0
ALL,840290938023,PH,USD,104.03,219.0
ALL,840290938030,PH,USD,104.03,219.0
DUCKS,840290941535,PH,USD,134.5,269.0
DUCKS,840290941542,PH,USD,134.5,269.0
DUCKS,840290941559,PH,USD,134.5,269.0
DUCKS,840290941566,PH,USD,134.5,269.0
DUCKS,840290941573,PH,USD,134.5,269.0
DUCKS,840290941580,PH,USD,134.5,269.0
DUCKS,840290941597,PH,USD,134.5,269.0
DUCKS,840290941603,PH,USD,109.5,219.0
DUCKS,840290941610,PH,USD,109.5,219.0
DUCKS,840290941627,PH,USD,109.5,219.0
DUCKS,840290941634,PH,USD,109.5,219.0
DUCKS,840290941641,PH,USD,109.5,219.0
DUCKS,840290941658,PH,USD,109.5,219.0
DUCKS,840290941665,PH,USD,109.5,219.0
DUCKS,840290929687,PH,USD,149.5,299.0
DUCKS,840290929694,PH,USD,149.5,299.0
DUCKS,840290929700,PH,USD,149.5,299.0
DUCKS,840290929717,PH,USD,149.5,299.0
DUCKS,840290929724,PH,USD,149.5,299.0
DUCKS,840290929731,PH,USD,149.5,299.0
DUCKS,840290929748,PH,USD,149.5,299.0
DUCKS,840290929755,PH,USD,149.5,299.0
DUCKS,840290929762,PH,USD,149.5,299.0
DUCKS,840290929779,PH,USD,149.5,299.0
DUCKS,840290929786,PH,USD,149.5,299.0
DUCKS,840290929793,PH,USD,149.5,299.0
DUCKS,840290929809,PH,USD,149.5,299.0
DUCKS,840290929816,PH,USD,149.5,299.0
DUCKS,840290929823,PH,USD,132.53,279.0
DUCKS,840290929830,PH,USD,132.53,279.0
DUCKS,840290929847,PH,USD,132.53,279.0
DUCKS,840290929854,PH,USD,132.53,279.0
DUCKS,840290929861,PH,USD,132.53,279.0
DUCKS,840290929878,PH,USD,132.53,279.0
DUCKS,840290929885,PH,USD,132.53,279.0
ALL,840290938184,PH,USD,127.78,269.0
ALL,840290938191,PH,USD,127.78,269.0
ALL,840290938207,PH,USD,127.78,269.0
ALL,840290938214,PH,USD,127.78,269.0
ALL,840290938221,PH,USD,127.78,269.0
ALL,840290938238,PH,USD,127.78,269.0
ALL,840290938245,PH,USD,127.78,269.0
ALL,840290938252,PH,USD,104.03,219.0
ALL,840290938269,PH,USD,104.03,219.0
ALL,840290938276,PH,USD,104.03,219.0
ALL,840290938283,PH,USD,104.03,219.0
ALL,840290938290,PH,USD,104.03,219.0
ALL,840290938306,PH,USD,104.03,219.0
ALL,840290938313,PH,USD,104.03,219.0
ALL,840290933486,PH,USD,127.78,269.0
ALL,840290933493,PH,USD,104.03,219.0
ALL,840290933509,PH,USD,104.03,219.0
ALL,840290933516,PH,USD,104.03,219.0
ALL,840290933523,PH,USD,104.03,219.0
ALL,840290933530,PH,USD,104.03,219.0
ALL,840290933547,PH,USD,104.03,219.0
ALL,840290933554,PH,USD,104.03,219.0
DUCKS,840290929892,PH,USD,132.53,279.0
DUCKS,840290929908,PH,USD,132.53,279.0
DUCKS,840290929915,PH,USD,132.53,279.0
DUCKS,840290929922,PH,USD,132.53,279.0
DUCKS,840290929939,PH,USD,132.53,279.0
DUCKS,840290929946,PH,USD,132.53,279.0
DUCKS,840290929953,PH,USD,132.53,279.0
DUCKS,840290929960,PH,USD,132.53,279.0
DUCKS,840290929977,PH,USD,132.53,279.0
DUCKS,840290929984,PH,USD,132.53,279.0
DUCKS,840290929991,PH,USD,132.53,279.0
DUCKS,840290930003,PH,USD,132.53,279.0
DUCKS,840290930010,PH,USD,132.53,279.0
DUCKS,840290930027,PH,USD,132.53,279.0
DUCKS,840290930034,PH,USD,132.53,279.0
DUCKS,840290930041,PH,USD,132.53,279.0
DUCKS,840290930058,PH,USD,132.53,279.0
DUCKS,840290930065,PH,USD,132.53,279.0
DUCKS,840290930072,PH,USD,132.53,279.0
DUCKS,840290930089,PH,USD,132.53,279.0
DUCKS,840290930096,PH,USD,132.53,279.0
DUCKS,840290930102,PH,USD,108.78,229.0
ALL,840290938467,PH,USD,127.78,269.0
ALL,840290938474,PH,USD,127.78,269.0
ALL,840290938481,PH,USD,127.78,269.0
ALL,840290938498,PH,USD,127.78,269.0
ALL,840290938504,PH,USD,127.78,269.0
ALL,840290938511,PH,USD,127.78,269.0
ALL,840290938528,PH,USD,127.78,269.0
ALL,840290938535,PH,USD,104.03,219.0
ALL,840290938542,PH,USD,104.03,219.0
ALL,840290938559,PH,USD,104.03,219.0
ALL,840290938566,PH,USD,104.03,219.0
ALL,840290938573,PH,USD,104.03,219.0
ALL,840290933707,PH,USD,127.78,269.0
ALL,840290933714,PH,USD,127.78,269.0
ALL,840290933721,PH,USD,127.78,269.0
ALL,840290933738,PH,USD,127.78,269.0
ALL,840290933745,PH,USD,127.78,269.0
ALL,840290933752,PH,USD,127.78,269.0
ALL,840290933769,PH,USD,127.78,269.0
ALL,840290933776,PH,USD,104.03,219.0
ALL,840290933783,PH,USD,104.03,219.0
ALL,840290933790,PH,USD,104.03,219.0
ALL,840290933806,PH,USD,104.03,219.0
ALL,840290933813,PH,USD,104.03,219.0
ALL,840290933820,PH,USD,104.03,219.0
ALL,840290933837,PH,USD,104.03,219.0
DUCKS,840290930119,PH,USD,108.78,229.0
DUCKS,840290930126,PH,USD,108.78,229.0
DUCKS,840290930133,PH,USD,108.78,229.0
DUCKS,840290930140,PH,USD,108.78,229.0
DUCKS,840290930157,PH,USD,108.78,229.0
DUCKS,840290930164,PH,USD,108.78,229.0
DUCKS,840290930171,PH,USD,108.78,229.0
DUCKS,840290930188,PH,USD,108.78,229.0
DUCKS,840290930195,PH,USD,108.78,229.0
DUCKS,840290930201,PH,USD,108.78,229.0
DUCKS,840290930218,PH,USD,108.78,229.0
DUCKS,840290930225,PH,USD,108.78,229.0
DUCKS,840290930232,PH,USD,108.78,229.0
DUCKS,840290930249,PH,USD,108.78,229.0
DUCKS,840290930256,PH,USD,108.78,229.0
DUCKS,840290930263,PH,USD,108.78,229.0
DUCKS,840290930270,PH,USD,108.78,229.0
DUCKS,840290930287,PH,USD,108.78,229.0
DUCKS,840290930294,PH,USD,108.78,229.0
DUCKS,840290930300,PH,USD,108.78,229.0
DUCKS,840290930317,PH,USD,108.78,229.0
DUCKS,840290930324,PH,USD,108.78,229.0
ALL,840290938580,PH,USD,104.03,219.0
ALL,840290938597,PH,USD,104.03,219.0
ALL,840290938740,PH,USD,127.78,269.0
ALL,840290938757,PH,USD,127.78,269.0
ALL,840290938764,PH,USD,127.78,269.0
ALL,840290938771,PH,USD,127.78,269.0
ALL,840290938788,PH,USD,127.78,269.0
ALL,840290933981,PH,USD,127.78,269.0
ALL,840290933998,PH,USD,127.78,269.0
ALL,840290934001,PH,USD,127.78,269.0
ALL,840290934018,PH,USD,127.78,269.0
ALL,840290934025,PH,USD,127.78,269.0
ALL,840290934032,PH,USD,127.78,269.0
ALL,840290934049,PH,USD,127.78,269.0
ALL,840290934056,PH,USD,104.03,219.0
ALL,840290934063,PH,USD,104.03,219.0
ALL,840290934070,PH,USD,104.03,219.0
ALL,840290934087,PH,USD,104.03,219.0
ALL,840290934094,PH,USD,104.03,219.0
ALL,840290934100,PH,USD,104.03,219.0
ALL,840290934117,PH,USD,104.03,219.0
DUCKS,840290930331,PH,USD,108.78,229.0
DUCKS,840290930348,PH,USD,108.78,229.0
DUCKS,840290930355,PH,USD,108.78,229.0
DUCKS,840290930362,PH,USD,108.78,229.0
DUCKS,840290930379,PH,USD,108.78,229.0
ALL,840290938795,PH,USD,127.78,269.0
ALL,840290938801,PH,USD,127.78,269.0
ALL,840290938818,PH,USD,104.03,219.0
ALL,840290938825,PH,USD,104.03,219.0
ALL,840290938832,PH,USD,104.03,219.0
ALL,840290938849,PH,USD,104.03,219.0
ALL,840290938856,PH,USD,104.03,219.0
ALL,840290938863,PH,USD,104.03,219.0
ALL,840290938870,PH,USD,104.03,219.0
ALL,840290934261,PH,USD,94.15,269.0
ALL,840290934278,PH,USD,94.15,269.0
ALL,840290934285,PH,USD,94.15,269.0
ALL,840290934292,PH,USD,94.15,269.0
ALL,840290934308,PH,USD,94.15,269.0
ALL,840290934315,PH,USD,94.15,269.0
ALL,840290934322,PH,USD,94.15,269.0
ALL,840290934339,PH,USD,76.65,219.0
ALL,840290939020,PH,USD,127.78,269.0
ALL,840290939037,PH,USD,127.78,269.0
ALL,840290939044,PH,USD,127.78,269.0
ALL,840290939051,PH,USD,127.78,269.0
ALL,840290939068,PH,USD,127.78,269.0
ALL,840290939075,PH,USD,127.78,269.0
ALL,840290939082,PH,USD,127.78,269.0
ALL,840290939099,PH,USD,104.03,219.0
ALL,840290939105,PH,USD,104.03,219.0
ALL,840290939112,PH,USD,104.03,219.0
ALL,840290939129,PH,USD,104.03,219.0
ALL,840290939136,PH,USD,104.03,219.0
ALL,840290939143,PH,USD,104.03,219.0
ALL,840290939150,PH,USD,104.03,219.0
ALL,840290934346,PH,USD,76.65,219.0
ALL,840290934353,PH,USD,76.65,219.0
ALL,840290934360,PH,USD,76.65,219.0
ALL,840290934377,PH,USD,76.65,219.0
ALL,840290934384,PH,USD,76.65,219.0
ALL,840290934391,PH,USD,76.65,219.0
ALL,840290934544,PH,USD,127.78,269.0
ALL,840290939303,PH,USD,127.78,269.0
ALL,840290939310,PH,USD,127.78,269.0
ALL,840290939327,PH,USD,127.78,269.0
ALL,840290939334,PH,USD,127.78,269.0
ALL,840290939341,PH,USD,127.78,269.0
ALL,840290939358,PH,USD,127.78,269.0
ALL,840290939365,PH,USD,127.78,269.0
ALL,840290939372,PH,USD,104.03,219.0
ALL,840290939389,PH,USD,104.03,219.0
ALL,840290939396,PH,USD,104.03,219.0
ALL,840290939402,PH,USD,104.03,219.0
ALL,840290939419,PH,USD,104.03,219.0
ALL,840290939426,PH,USD,104.03,219.0
ALL,840290916663,PH,USD,4.5,8.99
ALL,840290916670,PH,USD,4.5,8.99
ALL,840290916687,PH,USD,4.5,8.99
ALL,840290916694,PH,USD,4.5,8.99
ALL,840290942655,PH,USD,127.78,269.0
ALL,840290942662,PH,USD,127.78,269.0
ALL,840290942679,PH,USD,127.78,269.0
ALL,840290942686,PH,USD,127.78,269.0
ALL,840290942693,PH,USD,127.78,269.0
ALL,840290942709,PH,USD,127.78,269.0
ALL,840290942716,PH,USD,127.78,269.0
ALL,840290942723,PH,USD,104.03,219.0
ALL,840290942730,PH,USD,104.03,219.0
ALL,840290942747,PH,USD,104.03,219.0
ALL,840290942754,PH,USD,104.03,219.0
ALL,840290942761,PH,USD,104.03,219.0
ALL,840290942778,PH,USD,104.03,219.0
ALL,840290942785,PH,USD,104.03,219.0
ALL,840290945229,PH,USD,127.78,269.0
ALL,840290945236,PH,USD,127.78,269.0
ALL,840290945243,PH,USD,127.78,269.0
ALL,840290945250,PH,USD,127.78,269.0
ALL,840290945267,PH,USD,127.78,269.0
ALL,840290945274,PH,USD,127.78,269.0
ALL,840290945281,PH,USD,127.78,269.0
ALL,840290945298,PH,USD,104.03,219.0
ALL,840290945304,PH,USD,104.03,219.0
ALL,840290945311,PH,USD,104.03,219.0
ALL,840290945328,PH,USD,104.03,219.0
ALL,840290945335,PH,USD,104.03,219.0
ALL,840290945342,PH,USD,104.03,219.0
ALL,840290945359,PH,USD,104.03,219.0
ALL,840290945502,PH,USD,127.78,269.0
ALL,840290945519,PH,USD,127.78,269.0
ALL,840290945526,PH,USD,127.78,269.0
ALL,840290945533,PH,USD,127.78,269.0
ALL,840290945540,PH,USD,127.78,269.0
ALL,840290945557,PH,USD,127.78,269.0
ALL,840290945564,PH,USD,127.78,269.0
ALL,840290945571,PH,USD,104.03,219.0
ALL,840290945588,PH,USD,104.03,219.0
ALL,840290945595,PH,USD,104.03,219.0
ALL,840290945601,PH,USD,104.03,219.0
ALL,840290945618,PH,USD,104.03,219.0
ALL,840290945625,PH,USD,104.03,219.0
ALL,840290945632,PH,USD,104.03,219.0
ALL,840290942983,PH,USD,127.78,269.0
ALL,840290942990,PH,USD,127.78,269.0
ALL,840290943003,PH,USD,127.78,269.0
ALL,840290943010,PH,USD,127.78,269.0
ALL,840290943027,PH,USD,127.78,269.0
ALL,840290943034,PH,USD,127.78,269.0
ALL,840290943041,PH,USD,127.78,269.0
ALL,840290943058,PH,USD,104.03,219.0
ALL,840290943065,PH,USD,104.03,219.0
ALL,840290943072,PH,USD,104.03,219.0
ALL,840290943089,PH,USD,104.03,219.0
ALL,840290943096,PH,USD,104.03,219.0
ALL,840290943102,PH,USD,104.03,219.0
ALL,840290943119,PH,USD,104.03,219.0
ALL,840290945786,PH,USD,127.78,269.0
ALL,840290945793,PH,USD,127.78,269.0
ALL,840290945809,PH,USD,127.78,269.0
ALL,840290945816,PH,USD,127.78,269.0
ALL,840290945823,PH,USD,127.78,269.0
ALL,840290945830,PH,USD,127.78,269.0
ALL,840290945847,PH,USD,127.78,269.0
ALL,840290945854,PH,USD,104.03,219.0
ALL,840290945861,PH,USD,104.03,219.0
ALL,840290945878,PH,USD,104.03,219.0
ALL,840290945885,PH,USD,104.03,219.0
ALL,840290945892,PH,USD,104.03,219.0
ALL,840290945908,PH,USD,104.03,219.0
ALL,840290945915,PH,USD,104.03,219.0
ALL,840290943263,PH,USD,127.78,269.0
ALL,840290943270,PH,USD,127.78,269.0
ALL,840290943287,PH,USD,127.78,269.0
ALL,840290943294,PH,USD,127.78,269.0
ALL,840290943300,PH,USD,127.78,269.0
ALL,840290943317,PH,USD,127.78,269.0
ALL,840290943324,PH,USD,127.78,269.0
ALL,840290943331,PH,USD,104.03,219.0
ALL,840290943348,PH,USD,104.03,219.0
ALL,840290943355,PH,USD,104.03,219.0
ALL,840290943362,PH,USD,104.03,219.0
ALL,840290943379,PH,USD,104.03,219.0
ALL,840290943386,PH,USD,104.03,219.0
ALL,840290943393,PH,USD,104.03,219.0
ALL,840290946066,PH,USD,127.78,269.0
ALL,840290946073,PH,USD,127.78,269.0
ALL,840290946080,PH,USD,127.78,269.0
ALL,840290946097,PH,USD,127.78,269.0
ALL,840290946103,PH,USD,127.78,269.0
ALL,840290946110,PH,USD,127.78,269.0
ALL,840290946127,PH,USD,127.78,269.0
ALL,840290946134,PH,USD,104.03,219.0
ALL,840290946141,PH,USD,104.03,219.0
ALL,840290946158,PH,USD,104.03,219.0
ALL,840290946165,PH,USD,104.03,219.0
ALL,840290946172,PH,USD,104.03,219.0
ALL,840290943546,PH,USD,127.78,269.0
ALL,840290943553,PH,USD,127.78,269.0
ALL,840290943560,PH,USD,127.78,269.0
ALL,840290943577,PH,USD,127.78,269.0
ALL,840290943584,PH,USD,127.78,269.0
ALL,840290943591,PH,USD,127.78,269.0
ALL,840290946189,PH,USD,104.03,219.0
ALL,840290946196,PH,USD,104.03,219.0
ALL,840290946349,PH,USD,127.78,269.0
ALL,840290946356,PH,USD,127.78,269.0
ALL,840290946363,PH,USD,127.78,269.0
ALL,840290946370,PH,USD,127.78,269.0
ALL,840290942105,PH,USD,127.78,269.0
ALL,840290942112,PH,USD,127.78,269.0
ALL,840290942129,PH,USD,127.78,269.0
ALL,840290942136,PH,USD,127.78,269.0
ALL,840290942143,PH,USD,127.78,269.0
ALL,840290942150,PH,USD,127.78,269.0
ALL,840290942167,PH,USD,104.03,219.0
ALL,840290942174,PH,USD,104.03,219.0
ALL,840290942181,PH,USD,104.03,219.0
ALL,840290942198,PH,USD,104.03,219.0
ALL,840290942204,PH,USD,104.03,219.0
ALL,840290942211,PH,USD,104.03,219.0
ALL,840290942228,PH,USD,104.03,219.0
ALL,840290946387,PH,USD,127.78,269.0
ALL,840290946394,PH,USD,127.78,269.0
ALL,840290946400,PH,USD,127.78,269.0
ALL,840290946417,PH,USD,104.03,219.0
ALL,840290946424,PH,USD,104.03,219.0
ALL,840290946431,PH,USD,104.03,219.0
ALL,840290946448,PH,USD,104.03,219.0
ALL,840290946455,PH,USD,104.03,219.0
ALL,840290946462,PH,USD,104.03,219.0
ALL,840290946479,PH,USD,104.03,219.0
ALL,840290946622,PH,USD,127.78,269.0
ALL,840290946639,PH,USD,127.78,269.0
ALL,840290946646,PH,USD,127.78,269.0
ALL,840290946653,PH,USD,127.78,269.0
ALL,840290946660,PH,USD,127.78,269.0
ALL,840290946677,PH,USD,127.78,269.0
ALL,840290946684,PH,USD,127.78,269.0
ALL,840290946691,PH,USD,104.03,219.0
ALL,840290946707,PH,USD,104.03,219.0
ALL,840290946714,PH,USD,104.03,219.0
ALL,840290946721,PH,USD,104.03,219.0
ALL,840290946738,PH,USD,104.03,219.0
ALL,840290946745,PH,USD,104.03,219.0
ALL,840290946752,PH,USD,104.03,219.0
ALL,840290943607,PH,USD,127.78,269.0
ALL,840290943614,PH,USD,104.03,219.0
ALL,840290943621,PH,USD,104.03,219.0
ALL,840290943638,PH,USD,104.03,219.0
ALL,840290943645,PH,USD,104.03,219.0
ALL,840290946905,PH,USD,127.78,269.0
ALL,840290946912,PH,USD,127.78,269.0
ALL,840290946929,PH,USD,127.78,269.0
ALL,840290946936,PH,USD,127.78,269.0
ALL,840290946943,PH,USD,127.78,269.0
ALL,840290946950,PH,USD,127.78,269.0
ALL,840290946967,PH,USD,127.78,269.0
ALL,840290946974,PH,USD,104.03,219.0
ALL,840290946981,PH,USD,104.03,219.0
ALL,840290946998,PH,USD,104.03,219.0
ALL,840290947001,PH,USD,104.03,219.0
ALL,840290943652,PH,USD,104.03,219.0
ALL,840290943669,PH,USD,104.03,219.0
ALL,840290943676,PH,USD,104.03,219.0
ALL,840290943829,PH,USD,127.78,269.0
ALL,840290943836,PH,USD,127.78,269.0
ALL,840290943843,PH,USD,127.78,269.0
ALL,840290943850,PH,USD,127.78,269.0
ALL,840290947018,PH,USD,104.03,219.0
ALL,840290947025,PH,USD,104.03,219.0
ALL,840290947032,PH,USD,104.03,219.0
ALL,840290943867,PH,USD,127.78,269.0
ALL,840290943874,PH,USD,127.78,269.0
ALL,840290943881,PH,USD,127.78,269.0
ALL,840290943898,PH,USD,104.03,219.0
ALL,840290943904,PH,USD,104.03,219.0
ALL,840290943911,PH,USD,104.03,219.0
ALL,840290943928,PH,USD,104.03,219.0
ALL,840290943935,PH,USD,104.03,219.0
ALL,840290943942,PH,USD,104.03,219.0
ALL,840290943959,PH,USD,104.03,219.0
ALL,840290944109,PH,USD,127.78,269.0
ALL,840290944116,PH,USD,127.78,269.0
ALL,840290944123,PH,USD,127.78,269.0
ALL,840290944130,PH,USD,127.78,269.0
ALL,840290944147,PH,USD,127.78,269.0
ALL,840290944154,PH,USD,127.78,269.0
ALL,840290944161,PH,USD,127.78,269.0
ALL,840290944178,PH,USD,104.03,219.0
ALL,840290944185,PH,USD,104.03,219.0
ALL,840290944192,PH,USD,104.03,219.0
ALL,840290944208,PH,USD,104.03,219.0
ALL,840290944215,PH,USD,104.03,219.0
ALL,840290944222,PH,USD,104.03,219.0
ALL,840290944239,PH,USD,104.03,219.0
ALL,840290944383,PH,USD,127.78,269.0
ALL,840290944390,PH,USD,127.78,269.0
ALL,840290944406,PH,USD,127.78,269.0
ALL,840290944413,PH,USD,127.78,269.0
ALL,840290944420,PH,USD,127.78,269.0
ALL,840290944437,PH,USD,127.78,269.0
ALL,840290944444,PH,USD,127.78,269.0
ALL,840290944451,PH,USD,104.03,219.0
ALL,840290944468,PH,USD,104.03,219.0
ALL,840290944475,PH,USD,104.03,219.0
ALL,840290944482,PH,USD,104.03,219.0
ALL,840290944499,PH,USD,104.03,219.0
ALL,840290944505,PH,USD,104.03,219.0
ALL,840290944512,PH,USD,104.03,219.0
ALL,840290944666,PH,USD,127.78,269.0
ALL,840290944673,PH,USD,127.78,269.0
ALL,840290944680,PH,USD,127.78,269.0
ALL,840290944697,PH,USD,127.78,269.0
ALL,840290944703,PH,USD,127.78,269.0
ALL,840290944710,PH,USD,127.78,269.0
ALL,840290944727,PH,USD,127.78,269.0
ALL,840290944734,PH,USD,104.03,219.0
ALL,840290944741,PH,USD,104.03,219.0
ALL,840290944758,PH,USD,104.03,219.0
ALL,840290944765,PH,USD,104.03,219.0
ALL,840290944772,PH,USD,104.03,219.0
ALL,840290944789,PH,USD,104.03,219.0
ALL,840290944796,PH,USD,104.03,219.0
ALL,840290944949,PH,USD,127.78,269.0
ALL,840290944956,PH,USD,127.78,269.0
ALL,840290944963,PH,USD,127.78,269.0
ALL,840290944970,PH,USD,127.78,269.0
ALL,840290944987,PH,USD,127.78,269.0
ALL,840290944994,PH,USD,127.78,269.0
ALL,840290945007,PH,USD,127.78,269.0
ALL,840290945014,PH,USD,104.03,219.0
ALL,840290945021,PH,USD,104.03,219.0
ALL,840290945038,PH,USD,104.03,219.0
ALL,840290945045,PH,USD,104.03,219.0
ALL,840290945052,PH,USD,104.03,219.0
ALL,840290945069,PH,USD,104.03,219.0
ALL,840290945076,PH,USD,104.03,219.0
ALL,810070826758,C,USD,80.0,259.0
ALL,810070826765,C,USD,80.0,259.0
ALL,810070826772,C,USD,80.0,259.0
ALL,810070826796,C,USD,67.5,209.0
ALL,810070826802,C,USD,67.5,209.0
ALL,810070826819,C,USD,67.5,209.0
ALL,810070826826,C,USD,67.5,209.0
ALL,810070826833,C,USD,67.5,209.0
ALL,810070826840,C,USD,67.5,209.0
ALL,810070826857,C,USD,80.0,259.0
ALL,810070826864,C,USD,80.0,259.0
ALL,810070826871,C,USD,80.0,259.0
ALL,810070826888,C,USD,80.0,259.0
ALL,810070826901,C,USD,67.5,209.0
ALL,810070826918,C,USD,67.5,209.0
ALL,810070826925,C,USD,67.5,209.0
ALL,810070826932,C,USD,67.5,209.0
ALL,810070820282,C,USD,101.84,219.0
ALL,810070820299,C,USD,101.84,219.0
ALL,810070820305,C,USD,101.84,219.0
ALL,810070825614,C,USD,125.09,269.0
ALL,810070825713,C,USD,125.09,269.0
ALL,810070825706,C,USD,125.09,269.0
ALL,810070825805,C,USD,125.09,269.0
ALL,810070827052,C,USD,80.0,259.0
ALL,810070827069,C,USD,80.0,259.0
ALL,810070827083,C,USD,80.0,259.0
ALL,810070827090,C,USD,67.5,209.0
ALL,810070827106,C,USD,67.5,209.0
ALL,810070827120,C,USD,67.5,209.0
ALL,810070827137,C,USD,67.5,209.0
ALL,810070827144,C,USD,67.5,209.0
ALL,810070827168,C,USD,80.0,259.0
ALL,810070827175,C,USD,80.0,259.0
ALL,810070827199,C,USD,67.5,209.0
ALL,810070827205,C,USD,67.5,209.0
ALL,810070827212,C,USD,67.5,209.0
ALL,810070827229,C,USD,67.5,209.0
ALL,810070827236,C,USD,67.5,209.0
ALL,810070827243,C,USD,67.5,209.0
ALL,840290901720,C,USD,22.0,44.0
ALL,840290901737,C,USD,22.0,44.0
ALL,840290901744,C,USD,22.0,44.0
ALL,840290901751,C,USD,22.0,44.0
ALL,840290901768,C,USD,22.0,44.0
ALL,840290901775,C,USD,22.0,44.0
ALL,810070823931,C,USD,22.0,44.0
ALL,810070823948,C,USD,22.0,44.0
ALL,810070823955,C,USD,22.0,44.0
ALL,810070823962,C,USD,22.0,44.0
ALL,810070823979,C,USD,22.0,44.0
ALL,810070823986,C,USD,22.0,44.0
ALL,810070823993,C,USD,22.0,44.0
ALL,810070824006,C,USD,22.0,44.0
ALL,810070824013,C,USD,22.0,44.0
ALL,810070824020,C,USD,22.0,44.0
ALL,810070824037,C,USD,22.0,44.0
ALL,810070824044,C,USD,22.0,44.0
ALL,810070824112,C,USD,17.0,34.0
ALL,810070824129,C,USD,17.0,34.0
ALL,810070824136,C,USD,17.0,34.0
ALL,810070824143,C,USD,17.0,34.0
ALL,810070824150,C,USD,17.0,34.0
ALL,810070824167,C,USD,17.0,34.0
ALL,810070824051,C,USD,17.0,34.0
ALL,810070824068,C,USD,17.0,34.0
ALL,810070824075,C,USD,17.0,34.0
ALL,810070824082,C,USD,17.0,34.0
ALL,810070824099,C,USD,17.0,34.0
ALL,810070824105,C,USD,17.0,34.0
ALL,840290900945,C,USD,17.0,34.0
ALL,840290900952,C,USD,17.0,34.0
ALL,840290900969,C,USD,17.0,34.0
ALL,840290900976,C,USD,17.0,34.0
ALL,840290900983,C,USD,17.0,34.0
ALL,840290900990,C,USD,17.0,34.0
ALL,810070825898,C,USD,125.09,269.0
ALL,810070825911,C,USD,125.09,269.0
ALL,810070825904,C,USD,125.09,269.0
ALL,840290902246,C,USD,125.09,269.0
ALL,840290902253,C,USD,125.09,269.0
ALL,810070827373,C,USD,80.0,259.0
ALL,810070827380,C,USD,80.0,259.0
ALL,810070827403,C,USD,67.5,209.0
ALL,810070827410,C,USD,67.5,209.0
ALL,810070827427,C,USD,67.5,209.0
ALL,810070827434,C,USD,67.5,209.0
ALL,810070827441,C,USD,67.5,209.0
ALL,810070827458,C,USD,80.0,259.0
ALL,810070827465,C,USD,80.0,259.0
ALL,810070827472,C,USD,80.0,259.0
ALL,810070827489,C,USD,80.0,259.0
ALL,810070827496,C,USD,67.5,209.0
ALL,810070827519,C,USD,67.5,209.0
ALL,810070827526,C,USD,67.5,209.0
ALL,810070827533,C,USD,67.5,209.0
ALL,810070821111,C,USD,125.09,269.0
ALL,810070821128,C,USD,125.09,269.0
ALL,810070821135,C,USD,101.84,219.0
ALL,810070821142,C,USD,101.84,219.0
ALL,810070821159,C,USD,125.09,269.0
ALL,810070821166,C,USD,125.09,269.0
ALL,810070821173,C,USD,101.84,219.0
ALL,840290902352,C,USD,80.0,259.0
ALL,840290902369,C,USD,125.09,269.0
ALL,840290902383,C,USD,125.09,269.0
ALL,840290902468,C,USD,80.0,259.0
ALL,840290902482,C,USD,80.0,259.0
ALL,810070827540,C,USD,67.5,209.0
ALL,810070821180,C,USD,101.84,219.0
