ERPOrderType,ERPOrderNumber,ERPLineNumber,ElasticOrderNumber,CustomerPO,SoldToId,SoldToName,ShipToId,ShipToName,ProductNumber,ProductName,VariationCode,VariationName,SizeName,UPC,Status,Price,Amount,Quantity,Term_Code_Description,OrderDate,ShipDate,InvoiceDate,InvoiceNumber,CarrierCode,TrackingNumber,Header Status,CurrencyCode
SO,97396,1,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG141011,SIG BRNTORTG BMG,"141",BROWN  TORT G,MEDIUM,"840290919664",SHIP,97.12,485.6,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,2,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG141112,SIG BRNTORTG GMG,"141",BROWN  TORT G,MEDIUM,"840290919671",SHIP,97.12,485.6,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,3,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG141714,SIG BRNTORTG RMG,"141",BROWN  TORT G,MEDIUM,"840290919695",SHIP,97.12,485.6,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,4,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG141616,SIG BRNTORTG VMG,"141",BROWN  TORT G,MEDIUM,"840290919701",SHIP,97.12,485.6,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,5,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG141N10,SIG BRNTORTG CG,"141",BROWN  TORT G,MEDIUM,"840290919732",SHIP,97.12,485.6,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,6,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG210031,SIG BLACK GLOSS BMP,"210",BLACK GLOSS,MEDIUM,"840290919329",SHIP,78.37,391.85,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,7,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG210132,SIG BLACK GLOSS GMP,"210",BLACK GLOSS,MEDIUM,"840290919336",SHIP,78.37,391.85,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,8,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG210734,SIG BLACK GLOSS RMP,"210",BLACK GLOSS,MEDIUM,"840290919350",SHIP,78.37,391.85,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,9,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG210636,SIG BLACK GLOSS VMP,"210",BLACK GLOSS,MEDIUM,"840290919367",SHIP,78.37,391.85,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,10,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,SIG210N30,SIG BLACK GLOSS CP,"210",BLACK GLOSS,MEDIUM,"840290919305",SHIP,78.37,391.85,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,11,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,BAL111830200,BALBRWNTORTGYP200,"111",BROWN TORT G,LARGE,"840290940835",SHIP,85.87,3434.8,40,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,12,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,BAL111830250,BALBRWNTORTGYP250,"111",BROWN TORT G,LARGE,"840290940842",SHIP,85.87,3434.8,40,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,13,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,VEG220830150,VEGABLKMYP150,"220",BLACK MATTE,LARGE,"840290940866",SHIP,85.87,1717.4,20,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,14,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,VEG220830200,VEGABLKMYP200,"220",BLACK MATTE,LARGE,"840290940873",SHIP,85.87,3434.8,40,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,15,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,VEG220830250,VEGABLKMYP250,"220",BLACK MATTE,LARGE,"840290940880",SHIP,85.87,3434.8,40,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,16,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,VEG220830,VEGABLKMYP,"220",BLACK MATTE,LARGE,"840290940859",SHIP,78.37,5877.75,75,NET 60,"20250128","20250128","20250602",12-Feb-1990,HNDELIVER,,SHIP,USD
SO,97396,17,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,STI220830,STIBLKMYP,"220",BLACK MATTE,XLARGE,"840290940897",SHIP,78.37,3918.5,50,NET 60,"20250128","20250128","20250602",12-Feb-1990,HNDELIVER,,SHIP,USD
SO,97396,18,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,PIE121830,PIEBRWNTORTMYP,"121",BROWN TORT M,MEDIUM,"840290940903",SHIP,78.37,2351.1,30,NET 60,"20250128","20250128","20250602",12-Feb-1990,HNDELIVER,,SHIP,USD
SO,97396,19,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,BAL111830150,BALBRWNTORTGYP150,"111",BROWN TORT G,LARGE,"840290940828",SHIP,85.87,1717.4,20,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,20,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,GRE220616,GRE BLKMVMG,"220",BLACK MATTE,LARGE,"840290938788",SHIP,97.12,194.24,2,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,21,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,PAR771606,PAR VIVO TORT GLOSS VM G,"771",PINK TORT GLOSS,SMALL,"840290917516",SHIP,97.12,97.12,1,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,22,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,TWE115606,TWE WHISKFDG VMG,"115",WHISKEYFADEG,LARGE,"840290920400",SHIP,97.12,194.24,2,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,23,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,TWE210606,TWE BLKG VMG,"210",BLACK GLOSS,LARGE,"840290920127",SHIP,97.12,485.6,5,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,97396,24,,2025 ORDER,"1000620",FLYFISH EUROPE,SAME,FLYFISH EUROPE,TWE57O606,TWE BLUESKYG VMG,57O,BLUE SKY GLOSS,LARGE,"840290935145",SHIP,97.12,97.12,1,NET 60,"20250128","20250128","20250512",14-Sep-1988,HNDELIVER,,SHIP,USD
SO,101637,1,,RODRIGO WTY/REPAIRS,"1000863",UNTAMED ANGLING DO BRASIL,FORWARDER,WIZ FREIGHT CO.,X011PAL,REPLACEMENT 011PAL LENSES,"011",BLUMIR LEN 8 G,SMALL,"840290927874",SHIP,0,0,1,NET 30,"20250304","20250304","20250602",05-Feb-1990,FEDEXGRD,"289318755040",SHIP,USD
SO,101637,2,,RODRIGO WTY/REPAIRS,"1000863",UNTAMED ANGLING DO BRASIL,FORWARDER,WIZ FREIGHT CO.,X714BAL,REPLACEMENT 714BAL LENSES,"714",ROSEMIR LEN 8 G,SMALL,"840290931000",SHIP,0,0,1,NET 30,"20250304","20250304","20250602",05-Feb-1990,FEDEXGRD,"289318755040",SHIP,USD
SO,101637,3,,RODRIGO WTY/REPAIRS,"1000863",UNTAMED ANGLING DO BRASIL,FORWARDER,WIZ FREIGHT CO.,REPAIR,REPAIR,OKE,CLEAR,LARGE,"840290906312",SHIP,85,170,2,NET 30,"20250304","20250304","20250602",05-Feb-1990,FEDEXGRD,"289318755040",SHIP,USD
SO,101637,4,,RODRIGO WTY/REPAIRS,"1000863",UNTAMED ANGLING DO BRASIL,FORWARDER,WIZ FREIGHT CO.,X113,REPLACEMENT SIL MIR 8B G LENS,"113",SILMIR LEN 8 G,SMALL,"840290902994",SHIP,0,0,1,NET 30,"20250304","20250304","20250602",05-Feb-1990,FEDEXGRD,"289318755040",SHIP,USD
SO,114537,1,,LOCAL HANDDELIVER,"1000185",SUNGLASS CABANA,SAME,SUNGLASS CABANA,CAB220102,CAB BLACK MATTE GMG,"220",BLACK MATTE,XLARGE,"810070828783",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250523",21-Jul-1989,HNDELIVER,,SHIP,USD
SO,114576,1,6266_1,BAJ52324,"1000900",SURF & SPORT INC. DBA ISLANDER COASTAL O,SAME,SURF & SPORT INC. DBA ISLANDER COASTAL O,CRABPH,CRAB PERFORMANCE HAT,7KA,LIGHT PINK,ON SIZE,"840290900891",SHIP,17.5,105,6,NET 30,"20250523","20250523","20250602",21-Jan-1990,FEDEXGRD,"289304528630",PART,USD
SO,114576,2,6266_1,BAJ52324,"1000900",SURF & SPORT INC. DBA ISLANDER COASTAL O,SAME,SURF & SPORT INC. DBA ISLANDER COASTAL O,SQUIDPH,SQUID PERFORMANCE HAT,4EA,LIGHT GREEN,ON SIZE,"840290906183",SHIP,17.5,52.5,3,NET 30,"20250523","20250523","20250602",21-Jan-1990,FEDEXGRD,"289304528630",PART,USD
SO,114576,3,6266_1,BAJ52324,"1000900",SURF & SPORT INC. DBA ISLANDER COASTAL O,SAME,SURF & SPORT INC. DBA ISLANDER COASTAL O,CATFISHPH,CATFISH PERFORMANCE HAT,8KC,MUSTARD,ON SIZE,"840290906237",OPEN,17.5,140,8,NET 30,"20250523","20250523","#Inappropriate argument for Format(date_as_number, format_string)",,FEDEXGRD,,PART,USD
SO,114576,4,6266_1,BAJ52324,"1000900",SURF & SPORT INC. DBA ISLANDER COASTAL O,SAME,SURF & SPORT INC. DBA ISLANDER COASTAL O,LGMOUTHTFB,LARGEMOUTH TRUCKER HAT,3BA,IVORY/BOWN,ON SIZE,"840290906275",SHIP,17.5,52.5,3,NET 30,"20250523","20250523","20250602",21-Jan-1990,FEDEXGRD,"289304528630",PART,USD
SO,114576,5,6266_1,BAJ52324,"1000900",SURF & SPORT INC. DBA ISLANDER COASTAL O,SAME,SURF & SPORT INC. DBA ISLANDER COASTAL O,SAILFISHPH,SAILFISH PERFORMANCE HAT,3KA,WHITE,ON SIZE,"840290906336",SHIP,17.5,52.5,3,NET 30,"20250523","20250523","20250602",21-Jan-1990,FEDEXGRD,"289304528630",PART,USD
SO,114576,6,6266_1,BAJ52324,"1000900",SURF & SPORT INC. DBA ISLANDER COASTAL O,SAME,SURF & SPORT INC. DBA ISLANDER COASTAL O,ANGLERCFB,ANGLER FISH FLAT BRIM 6 PNL CORDEROY,5KF,LIGHT BLUE,ON SIZE,"840290927805",SHIP,17.5,52.5,3,NET 30,"20250523","20250523","20250602",21-Jan-1990,FEDEXGRD,"289304528630",PART,USD
SO,114628,1,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,BAL220011,BAL BLACK MATTE BM G,"220",BLACK MATTE,LARGE,"810070820220",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,2,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,BAL220112,BAL BLACK MATTE GM G,"220",BLACK MATTE,LARGE,"810070820251",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,3,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,NAT220011,NAT BLACK MATTE BM G,"220",BLACK MATTE,XLARGE,"810070822071",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,4,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,NAT220112,NAT BLACK MATTE GM G,"220",BLACK MATTE,XLARGE,"810070822101",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,5,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,ROC220011,ROC BLACK MATTE BMG,"220",BLACK MATTE,XLARGE,"810070829179",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,6,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,VEG220011,VEG BLACK MATTE BMG,"220",BLACK MATTE,LARGE,"840290903816",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,7,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,VEG220112,VEG BLACK MATTE GMG,"220",BLACK MATTE,LARGE,"840290903823",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,8,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,PAL220112,PAL BLACK MATTE GMG,"220",BLACK MATTE,MEDIUM,"840290904431",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,9,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,PIE220112,PIE BLACK MATTE GMG,"220",BLACK MATTE,MEDIUM,"840290904844",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,10,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,CRAYFISHPH,CRAYFISH PERFORMANCE HAT,0AC,GRAPH/CHARCOAL,ON SIZE,"840290906220",SHIP,17.5,105,6,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,11,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,BAL081011,BAL GRAYROCKM BMG,"081",GRY ROCK M,LARGE,"840290906756",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,12,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,NAT024011,NAT GRAYGRASSM BMG,"024",GRAYGRASSM,XLARGE,"840290918681",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,13,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,SIG210011,SIG BLACK GLOSS BMG,"210",BLACK GLOSS,MEDIUM,"840290919244",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,14,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,REDFISHPH,REDFISH PERFORMANCE CAP  57 006 002,4FA,LIGHT TEAL,ON SIZE,"840290929335",SHIP,17.5,105,6,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,15,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,SIG02N011,SIG DKGRYGLASSMBMG,02N,DKGRAYGLASS M,MEDIUM,"840290932588",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,16,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,GRE220011,GRE BLKMBMG,"220",BLACK MATTE,LARGE,"840290938740",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,17,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,GRE220112,GRE BLKMGMG,"220",BLACK MATTE,LARGE,"840290938757",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,18,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,ZAP220011,ZAP BLKMBMG,"220",BLACK MATTE,XLARGE,"840290939587",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,114628,19,6270_1,STOCK,"1000007",FISH ON TACKLE,SAME,FISH ON TACKLE,ZAP220112,ZAP BLKMGMG,"220",BLACK MATTE,XLARGE,"840290939594",SHIP,116.55,116.55,1,NET 30,"20250523","20250523","20250602",25-Dec-1989,FEDEXGRD,"289294219426",SHIP,USD
SO,115137,1,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,BAL111112,BAL BROWN TORT G GM G,"111",BROWN TORT G,LARGE,"810070820152",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,2,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,CAL141001,CAL BROWN TORT GLOSS BM G,"141",BROWN  TORT G,SMALL,"810070821029",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,3,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,CRABPH,CRAB PERFORMANCE HAT,7KA,LIGHT PINK,ON SIZE,"840290900891",SHIP,17.5,35,2,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,4,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,VEG220011,VEG BLACK MATTE BMG,"220",BLACK MATTE,LARGE,"840290903816",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,5,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,PAL121011,PAL BROWN TORT M BMG,"121",BROWN TORT M,MEDIUM,"840290904264",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,6,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,PIE121112,PIE BOWN TORT M GMG,"121",BROWN TORT M,MEDIUM,"840290904721",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,7,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,PERMITPH,PERMIT PERFORMANCE HAT,6KA,LAVENDER,ON SIZE,"840290906114",SHIP,17.5,35,2,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,8,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,SAILFISHPH,SAILFISH PERFORMANCE HAT,3KA,WHITE,ON SIZE,"840290906336",SHIP,17.5,70,4,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,9,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,STI141112,STI BRNTORTG GMG,"141",BROWN  TORT G,XLARGE,"840290906503",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,10,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,STI051113,STI GRAYROCKM SMG,"051",GRAYROCKM,XLARGE,"840290906640",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,11,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,TOA220011,TOA BLACK MATTE  BMG,"220",BLACK MATTE,LARGE,"840290906886",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,12,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,SIG210734,SIG BLACK GLOSS RMP,"210",BLACK GLOSS,MEDIUM,"840290919350",SHIP,94.05,94.05,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,13,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,PAI31B724,PAI TANROCKG RMP,31B,TANROCKG,LARGE,"840290920899",SHIP,94.05,94.05,1,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,14,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,YELLOWFINCFB,YELLOWFIN FLAT BRIM 6 PNL CORDEROY,6KA,LAVENDER,ON SIZE,"840290927782",SHIP,17.5,35,2,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,15,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,BALLYHOOCFB,BALLYHOO FLAT BRIM 6 PNL CORDEROY,7KA,LIGHT PINK,ON SIZE,"840290927799",SHIP,17.5,52.5,3,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,16,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,ANGLERCFB,ANGLER FISH FLAT BRIM 6 PNL CORDEROY,5KF,LIGHT BLUE,ON SIZE,"840290927805",SHIP,17.5,52.5,3,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,17,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,TUNATFB,BLUEFIN TUNA FLAT BRIM TWILL TRUCKER,5KF,LIGHT BLUE,ON SIZE,"840290927836",SHIP,17.5,105,6,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,18,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,TARPONCFB,TARPON CORD  57 006 005,4EA,LIGHT GREEN,ON SIZE,"840290929212",SHIP,17.5,35,2,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115137,19,6282_1,RO5.27.25,"1001161",ATLANTIC BEACH SURF SHOP,SAME,ATLANTIC BEACH SURF SHOP,DORADOPH,DORADO PERFORMANCE CAP  57 005 002,9JA,ORANGE,ON SIZE,"840290929250",SHIP,17.5,52.5,3,NET 30,"20250527","20250527","20250602",04-Jan-1990,FEDEXGRD,"289294332231",SHIP,USD
SO,115152,1,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,CAB17M102,CAB BRNTURTLEG GMG,17M,BROWNTURTLEG,XLARGE,"840290932878",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,2,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,DAR220616,DAR BLKMVMG,"220",BLACK MATTE,MEDIUM,"840290937941",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,3,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,DAR18J113,DAR BRNRKMSMG,18J,BROWN ROCK M,MEDIUM,"840290938207",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,4,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,GRE220133,GRE BLKMSMP,"220",BLACK MATTE,LARGE,"840290938832",SHIP,94.05,94.05,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,5,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,GRE08K616,GRE GREYGRASSMVMG,08K,GRAYGRASS M,LARGE,"840290939068",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,6,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,GRE48L714,GRE GRNWATERMRMG,48L,GREEN WATER M,LARGE,"840290939334",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,7,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,HOP111102,HOP BRWNTORTG GMG,"111",BROWN TORT G,LARGE,"840290921070",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,8,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,HOP88NN20,HOP YELLGLASSM CP,88N,YELLOW GLASS  M,LARGE,"840290933271",SHIP,94.05,94.05,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
SO,115152,9,,BAJIO 5/27,"1000439",COMPLEAT ANGLER,SAME,COMPLEAT ANGLER,PAI11N102,PAI BRNGLASSG GMG,11N,BROWN GLASS G,LARGE,"840290934834",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",27-Dec-1989,FEDEXGRD,"289294089130",SHIP,USD
