ERPOrderType,ERPOrderNumber,ERPLineNumber,ElasticOrderNumber,CustomerPO,SoldToId,SoldToName,ShipToId,ShipToName,ProductNumber,ProductName,VariationCode,VariationName,SizeName,UPC,Status,Price,Amount,Quantity,Term_Code_Description,OrderDate,ShipDate,InvoiceDate,InvoiceNumber,CarrierCode,TrackingNumber,Header Status,CurrencyCode
SO,115234,26,6296_1,"52725","1000582",MRT LAWN AND GARDEN CENTER,SAME,MRT LAWN AND GARDEN CENTER,GRE08K112,GRE GREYGRASSMGMG,08K,GRAYGRASS M,LARGE,"840290939037",SHIP,116.55,116.55,1,NET 30,"20250527","20250527","20250602",28-Dec-1989,FEDEXGRD,"289294286445",SHIP,USD
SO,115300,1,,3221-001,"1001224",PIERCE TACTICAL LLD DBA GOVSHADES,SAME,Dustin Forbes,KEEPZIP,KEEPER ZIP,OJE,CLEAR/SILVER,SMALL,"091037645074",SHIP,6.75,6.75,1,NET 30,"20250527","20250528","20250602",19-Feb-1990,FEDEXGRDNC,"289322588472",SHIP,USD
SO,115300,2,,3221-001,"1001224",PIERCE TACTICAL LLD DBA GOVSHADES,SAME,Dustin Forbes,NIP220112,NIP BLACK MATTE GM G,"220",BLACK MATTE,MEDIUM,"810070822507",SHIP,90.65,90.65,1,NET 30,"20250527","20250528","20250602",19-Feb-1990,FEDEXGRDNC,"289322588472",SHIP,USD
SO,115317,1,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,BAL081113,BAL GRAYROCKM SMG,"081",GRY ROCK M,LARGE,"840290906770",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,2,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,BAL111112,BAL BROWN TORT G GM G,"111",BROWN TORT G,LARGE,"810070820152",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,3,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,BAL111N30,BAL BROWN TORT G C P,"111",BROWN TORT G,LARGE,"810070820206",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,4,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,BAL220112,BAL BLACK MATTE GM G,"220",BLACK MATTE,LARGE,"810070820251",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,5,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,BAL220714,BAL BLACK MATTE RMG,"220",BLK M,LARGE,"810070825607",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,6,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,BAL424113,BAL GRNGRASSM SMG,"424",GRNGRASSM,LARGE,"840290918148",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,7,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,CAB220021,CAB BLACK MATTE BMP,"220",BLACK MATTE,XLARGE,"810070828820",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,8,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,CAL41H021,CAL GRNGLASSG BMP,41H,GRNGLASSG,SMALL,"840290920721",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,9,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,CAL9EN123,CAL PEACHGLASSM SMP,9EN,PEACH GLASS M,SMALL,"840290934353",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",26-Jan-1990,FEDEXGRD,"289306428055",PART,USD
SO,115317,10,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,CHE51N123,CHE DKBLUGLASSG SMP,51N,DK BLUE GLASS G,MEDIUM,"840290933516",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,11,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,COM470123,COM TEALGLASSG SMP,"470",TEALGLASSG,MEDIUM,"840290921582",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,12,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,ELD171113,ELD  TANROCKG  SMG,"171",TANROCKG,SMALL,"840290907807",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,13,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,HOP111122,HOP BRWNTORTG GMP,"111",BROWN TORT G,LARGE,"840290921155",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,14,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,HOP88N123,HOP YELLGLASSM SMP,88N,YELLOW GLASS  M,LARGE,"840290933233",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,15,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,NAT024113,NAT GRAYGRASSM SMG,"024",GRAYGRASSM,XLARGE,"840290918704",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,16,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,NIP111113,NIP BROWN TORT G SM G,"111",BROWN TORT G,MEDIUM,"810070822415",OPEN,103.6,103.6,1,NET 30,"20250528","20250528","#Inappropriate argument for Format(date_as_number, format_string)",,FEDEXGRD,,PART,USD
SO,115317,17,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,PAI31B724,PAI TANROCKG RMP,31B,TANROCKG,LARGE,"840290920899",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,18,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,PAL121113,PAL BROWN TORT M SMG,"121",BROWN TORT M,MEDIUM,"840290904301",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,19,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,PAL220N10,PAL BLACK MATTE CG,"220",BLACK MATTE,MEDIUM,"840290905605",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,20,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,PAR640724,PARLAVGLASSG RMP,"640",LAV GLASS G,SMALL,"840290921735",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,21,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,ROC121N10,ROCBROWN TORT M CG,"121",BROWN TORT M,XLARGE,"840290905896",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,22,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,ROC220112,ROC BLACK MATTE GMG,"220",BLACK MATTE,XLARGE,"810070829186",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,23,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,ROC220714,ROC BLACK MATTE RMG,"220",BLACK MATTE,XLARGE,"810070829735",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,24,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,ROC481113,ROC GREENWATERM SMG,"481",GREEN WATER M,XLARGE,"810070829292",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,25,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,ROC55K011,ROC BLUEGRASSMBMG,55K,BLUE GRASS M,XLARGE,"840290931468",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,26,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,SIG02N714,SIG DKGRYGLASSMRMG,02N,DKGRAYGLASS M,MEDIUM,"840290932618",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,27,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,SIG141113,SIG BRNTORTG SMG,"141",BROWN  TORT G,MEDIUM,"840290919688",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,28,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,SIG210N30,SIG BLACK GLOSS CP,"210",BLACK GLOSS,MEDIUM,"840290919305",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,29,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,SNI220123,SNI BLACK MATTE SM P,"220",BLACK MATTE,LARGE,"810070822958",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,30,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,SOLR30724,SOL ROSE GOLD SATIN RM P,R30,ROSE GOLD S,MEDIUM,"810070823283",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,31,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,STI051616,STI GRAYROCKM VM G,"051",GRAYROCKM,XLARGE,"840290917622",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,32,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,STI141112,STI BRNTORTG GMG,"141",BROWN  TORT G,XLARGE,"840290906503",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,33,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,STI141714,STI BRNTORTG RMG,"141",BROWN  TORT G,XLARGE,"840290906527",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,34,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,STI220113,STI BLKM SMG,"220",BLACK MATTE,XLARGE,"840290906381",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,35,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,STI424113,STI GREENGRASSM SMG,"424",GRNGRASSM,XLARGE,"840290919121",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,36,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,TOA081113,TOA GRAYROCKM SMG,"081",GRY ROCK M,LARGE,"840290907166",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,37,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,TOA111714,TOA BROWN TORT GLOSS RMG,"111",BROWN TORT G,LARGE,"840290907043",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,38,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,TOA111133,TOA BROWN TORT GLOSS SMP,"111",BROWN TORT G,LARGE,"840290907104",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,39,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,TOA220112,TOA BLACK MATTE  GMG,"220",BLACK MATTE,LARGE,"840290906893",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,40,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,TOA58L011,TOA BLUWATERMBMG,58L,BLUE WATER M,LARGE,"840290932021",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,41,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,TWE115122,TWE WHISKFDG GMP,"115",WHISKEYFADEG,LARGE,"840290920455",SHIP,83.6,83.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,42,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,VEG121112,VEG BROWN TORT M GMG,"121",BROWN TORT M,LARGE,"840290905254",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,43,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,VEG220714,VEG BLACK MATTE RMG,"220",BLACK MATTE,LARGE,"840290905391",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,44,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,ZAP17K113,ZAP BRNGRASSMSMG,17K,BROWN GRASS M,XLARGE,"840290940163",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,45,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,NAT111616,NAT BROWN TORT G VM G,"111",BROWN TORT G,XLARGE,"840290917363",SHIP,103.6,103.6,1,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,46,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,KEEPZIP,KEEPER ZIP,"210",BLACK GLOSS,SMALL,"091037645999",SHIP,7.5,45,6,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,47,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,KEEPZIP,KEEPER ZIP,OJE,CLEAR/SILVER,SMALL,"091037645074",PART,7.5,45,6,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,48,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,KEEPCLIPZ,KEEPER CLIPZ,"210",BLACK GLOSS,SMALL,"091037645821",SHIP,5.99,23.96,4,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,49,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,KEEPSIL,ADJUSTABLE SILICONE KEEPER,0KA,GRY,SMALL,"840290916687",SHIP,4.5,18,4,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,50,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,KEEPSIL,ADJUSTABLE SILICONE KEEPER,2KA,BLACK,SMALL,"840290916694",SHIP,4.5,27,6,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115317,51,,OPENING ORDER,"1001584",ALVERSON LITTLE FORKS LLC DBA LITTLE FOR,SAME,ALVERSON LITTLE FORKS LLC,KEEPSIL,ADJUSTABLE SILICONE KEEPER,5KF,LIGHT BLUE,SMALL,"840290916670",SHIP,4.5,18,4,NET 30,"20250528","20250528","20250602",14-Jan-1990,FEDEXGRD,"289294543234",PART,USD
SO,115329,1,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,KEEPZIP,KEEPER ZIP,OJE,CLEAR/SILVER,SMALL,"091037645074",SHIP,7.5,90,12,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,2,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,KEEPCLIPZ,KEEPER CLIPZ,"210",BLACK GLOSS,SMALL,"091037645821",SHIP,5.99,71.88,12,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,3,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,KEEPZIP,KEEPER ZIP,"210",BLACK GLOSS,SMALL,"091037645999",SHIP,7.5,90,12,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,4,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,BAL111112,BAL BROWN TORT G GM G,"111",BROWN TORT G,LARGE,"810070820152",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,5,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,BAL220011,BAL BLACK MATTE BM G,"220",BLACK MATTE,LARGE,"810070820220",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,6,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,SOLB10001,SOL SILVER GLOSS BM G,B10,SILVER GLOSS,MEDIUM,"810070823115",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,7,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,SOLB10704,SOL SILVER GLOSS RM G,B10,SILVER G,MEDIUM,"810070825911",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,8,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,ROC481112,ROC GREENWATERM GMG,"481",GREEN WATER M,XLARGE,"810070829285",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,9,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,PAL121011,PAL BROWN TORT M BMG,"121",BROWN TORT M,MEDIUM,"840290904264",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,10,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,PAL121112,PAL BROWN TORT M GMG,"121",BROWN TORT M,MEDIUM,"840290904295",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,11,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,PAL220011,PAL BLACK MATTE BMG,"220",BLACK MATTE,MEDIUM,"840290904400",SHIP,116.55,233.1,2,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,12,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,PAL220112,PAL BLACK MATTE GMG,"220",BLACK MATTE,MEDIUM,"840290904431",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,13,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,PAL451011,PAL BLUEWATERM  BMG,"451",BLUEWATERMATTE,MEDIUM,"840290904516",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,14,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,STI220011,STI BLKM BMG,"220",BLACK MATTE,XLARGE,"840290906367",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,15,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,STI220112,STI BLKM GMG,"220",BLACK MATTE,XLARGE,"840290906374",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,16,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,STI051011,STI GRAYROCKM BMG,"051",GRAYROCKM,XLARGE,"840290906626",SHIP,116.55,233.1,2,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,17,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,STI051112,STI GRAYROCKM GMG,"051",GRAYROCKM,XLARGE,"840290906633",SHIP,116.55,233.1,2,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,18,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,STI051113,STI GRAYROCKM SMG,"051",GRAYROCKM,XLARGE,"840290906640",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,19,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,BAL081011,BAL GRAYROCKM BMG,"081",GRY ROCK M,LARGE,"840290906756",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,20,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,BAL081112,BAL GRAYROCKM GMG,"081",GRY ROCK M,LARGE,"840290906763",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,21,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,BAL081714,BAL GRAYROCKM RMG,"081",GRY ROCK M,LARGE,"840290906787",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,22,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,TOA220011,TOA BLACK MATTE  BMG,"220",BLACK MATTE,LARGE,"840290906886",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
SO,115329,23,6299_1,SEABASS528,"1000082",SODIUM FISHING GEAR,SAME,SODIUM FISHING GEAR,TOA220714,TOA BLACK MATTE  RMG,"220",BLACK MATTE,LARGE,"840290906916",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",30-Dec-1989,FEDEXGRD,"289294020619",SHIP,USD
