Region,CatalogKey,ItemNumber,ColorCode,TagName,TagValue
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
GLOBAL,ALL,BASSLSBPRF,0KA,Product Type,Apparel - Shirts
