SoldToID,ShipToID,FieldName,FieldValue
1001309,,drop_ship,N
1001310,,drop_ship,N
1001316,,drop_ship,N
1001317,,drop_ship,N
1001353,,drop_ship,N
1001355,,drop_ship,N
1001356,,drop_ship,N
1001357,,drop_ship,N
1001358,,drop_ship,N
1001359,,drop_ship,N
1001360,,drop_ship,N
1001361,,drop_ship,N
1001362,,drop_ship,N
1001366,,drop_ship,N
1001286,,drop_ship,N
1001302,,drop_ship,N
1001303,,drop_ship,N
1001314,,drop_ship,N
1001322,,drop_ship,N
1001328,,drop_ship,N
1001334,,drop_ship,N
1001350,,drop_ship,N
1001351,,drop_ship,N
1001363,,drop_ship,Y
1001364,,drop_ship,N
1001365,,drop_ship,N
1001367,,drop_ship,N
1001368,,drop_ship,N
1001369,,drop_ship,N
1001370,,drop_ship,N
1001371,,drop_ship,N
1001372,,drop_ship,N
1001376,,drop_ship,N
1001377,,drop_ship,N
1001381,,drop_ship,N
1001261,,drop_ship,N
1001265,,drop_ship,N
1001266,,drop_ship,N
1001267,,drop_ship,N
1001268,,drop_ship,N
1001269,,drop_ship,N
1001274,,drop_ship,N
1001275,,drop_ship,N
1001297,,drop_ship,N
1001304,,drop_ship,N
1001305,,drop_ship,N
1001307,,drop_ship,N
1001308,,drop_ship,N
1001315,,drop_ship,N
1001354,,drop_ship,N
1001373,,drop_ship,N
1001375,,drop_ship,N
1001380,,drop_ship,N
1001383,,drop_ship,N
1001384,,drop_ship,N
1001385,,drop_ship,N
1001271,,drop_ship,N
1001278,,drop_ship,N
1001279,,drop_ship,N
1001288,,drop_ship,N
1001292,,drop_ship,N
1001299,,drop_ship,N
1001300,,drop_ship,N
1001331,,drop_ship,N
1001379,,drop_ship,N
1001382,,drop_ship,N
1001386,,drop_ship,N
1001387,,drop_ship,N
1001388,,drop_ship,N
1001389,,drop_ship,N
1001390,,drop_ship,N
1001391,,drop_ship,N
1001392,,drop_ship,N
1001393,,drop_ship,N
1001394,,drop_ship,N
1001396,,drop_ship,N
1001410,,drop_ship,N
1001411,,drop_ship,N
1001435,,drop_ship,N
1001443,,drop_ship,N
1001461,,drop_ship,N
1001463,,drop_ship,N
1001475,,drop_ship,N
1001477,,drop_ship,N
1001478,,drop_ship,N
1001479,,drop_ship,N
1001485,,drop_ship,N
1001486,,drop_ship,N
1001487,,drop_ship,N
1001488,,drop_ship,N
1001490,,drop_ship,N
1001491,,drop_ship,N
1001516,,drop_ship,N
1001517,,drop_ship,N
1001518,,drop_ship,N
1001519,,drop_ship,N
1001520,,drop_ship,N
1001414,,drop_ship,N
1001415,,drop_ship,N
1001416,,drop_ship,N
1001421,,drop_ship,N
1001423,,drop_ship,N
1001434,,drop_ship,N
1001457,,drop_ship,N
1001458,,drop_ship,N
1001469,,drop_ship,N
1001480,,drop_ship,N
1001481,,drop_ship,N
1001482,,drop_ship,N
1001514,,drop_ship,N
1001521,,drop_ship,N
1001527,,drop_ship,N
1001528,,drop_ship,N
1001529,,drop_ship,N
1001548,,drop_ship,N
1001554,,drop_ship,N
1001433,,drop_ship,N
1001476,,drop_ship,N
1001493,,drop_ship,N
1001494,,drop_ship,N
1001496,,drop_ship,N
1001506,,drop_ship,N
1001522,,drop_ship,N
1001524,,drop_ship,N
1001538,,drop_ship,N
1001550,,drop_ship,N
1001551,,drop_ship,N
1001552,,drop_ship,N
1001557,,drop_ship,N
1001558,,drop_ship,N
1001565,,drop_ship,N
1001568,,drop_ship,N
1001571,,drop_ship,N
1001572,,drop_ship,N
1001573,,drop_ship,N
1001574,,drop_ship,N
1001575,,drop_ship,N
1001412,,drop_ship,N
1001417,,drop_ship,N
1001432,,drop_ship,N
1001446,,drop_ship,N
1001452,,drop_ship,N
1001460,,drop_ship,N
1001498,,drop_ship,N
1001499,,drop_ship,N
1001507,,drop_ship,N
1001508,,drop_ship,N
1001509,,drop_ship,N
1001512,,drop_ship,N
1001523,,drop_ship,N
1001530,,drop_ship,N
1001532,,drop_ship,N
1001549,,drop_ship,N
1001576,,drop_ship,N
1001578,,drop_ship,N
1001579,,drop_ship,N
1001418,,drop_ship,N
1001427,,drop_ship,N
1001428,,drop_ship,N
1001429,,drop_ship,N
1001441,,drop_ship,N
1001442,,drop_ship,N
1001453,,drop_ship,N
1001454,,drop_ship,N
1001455,,drop_ship,N
1001456,,drop_ship,N
1001462,,drop_ship,N
1001464,,drop_ship,N
1001471,,drop_ship,N
1001472,,drop_ship,N
1001483,,drop_ship,N
1001484,,drop_ship,N
1001489,,drop_ship,N
1001492,,drop_ship,N
1001544,,drop_ship,N
1001545,,drop_ship,N
1001546,,drop_ship,N
1001419,,drop_ship,N
1001420,,drop_ship,N
1001430,,drop_ship,N
1001431,,drop_ship,N
1001444,,drop_ship,N
1001445,,drop_ship,N
1001465,,drop_ship,N
1001473,,drop_ship,N
1001474,,drop_ship,N
1001500,,drop_ship,N
1001533,,drop_ship,N
1001534,,drop_ship,N
1001537,,drop_ship,N
1001541,,drop_ship,N
1001542,,drop_ship,N
1001547,,drop_ship,N
1001553,,drop_ship,N
1001555,,drop_ship,N
1001556,,drop_ship,N
1001559,,drop_ship,N
1001436,,drop_ship,N
1001438,,drop_ship,N
1001439,,drop_ship,N
1001447,,drop_ship,N
1001497,,drop_ship,N
1001502,,drop_ship,N
1001503,,drop_ship,N
1001504,,drop_ship,N
1001510,,drop_ship,N
1001511,,drop_ship,N
1001513,,drop_ship,N
1001515,,drop_ship,N
1001525,,drop_ship,N
1001531,,drop_ship,N
1001535,,drop_ship,N
1001536,,drop_ship,N
1001560,,drop_ship,N
1001561,,drop_ship,N
1001562,,drop_ship,N
1001413,,drop_ship,N
1001424,,drop_ship,N
1001426,,drop_ship,N
1001448,,drop_ship,N
1001449,,drop_ship,N
1001450,,drop_ship,N
1001451,,drop_ship,N
1001466,,drop_ship,N
1001467,,drop_ship,N
1001468,,drop_ship,N
1001505,,drop_ship,N
1001540,,drop_ship,N
1001543,,drop_ship,N
1001563,,drop_ship,N
1001564,,drop_ship,N
1001566,,drop_ship,N
1001567,,drop_ship,N
1001569,,drop_ship,N
1001570,,drop_ship,N
1001592,,drop_ship,N
1001596,,drop_ship,N
1001599,,drop_ship,N
1001600,,drop_ship,N
1001601,,drop_ship,N
1001602,,drop_ship,N
1001603,,drop_ship,N
1001604,,drop_ship,N
1001605,,drop_ship,N
1001610,,drop_ship,N
1001611,,drop_ship,N
1001626,,drop_ship,N
1001629,,drop_ship,N
1001630,,drop_ship,N
1001631,,drop_ship,N
1001632,,drop_ship,N
1001634,,drop_ship,N
1001636,,drop_ship,N
1001653,,drop_ship,N
1001671,,drop_ship,N
1001672,,drop_ship,N
1001583,,drop_ship,N
1001590,,drop_ship,N
1001591,,drop_ship,N
1001607,,drop_ship,N
1001608,,drop_ship,N
1001612,,drop_ship,N
1001622,,drop_ship,N
1001623,,drop_ship,N
1001648,,drop_ship,N
1001674,,drop_ship,N
1001677,,drop_ship,N
1001685,,drop_ship,N
1001691,,drop_ship,N
1001693,,drop_ship,N
1001705,,drop_ship,N
1001580,,drop_ship,N
1001581,,drop_ship,N
1001589,,drop_ship,N
1001614,,drop_ship,N
1001628,,drop_ship,N
1001645,,drop_ship,N
1001646,,drop_ship,N
1001651,,drop_ship,N
1001652,,drop_ship,N
1001667,,drop_ship,N
1001668,,drop_ship,N
1001669,,drop_ship,N
1001670,,drop_ship,N
1001673,,drop_ship,N
1001678,,drop_ship,N
1001683,,drop_ship,N
1001692,,drop_ship,N
1001699,,drop_ship,Y
1001700,,drop_ship,Y
1001701,,drop_ship,N
1001585,,drop_ship,N
1001606,,drop_ship,N
1001609,,drop_ship,N
1001624,,drop_ship,N
1001625,,drop_ship,N
1001638,,drop_ship,Y
1001639,,drop_ship,N
1001640,,drop_ship,N
1001647,,drop_ship,N
1001649,,drop_ship,N
1001654,,drop_ship,N
1001655,,drop_ship,N
1001656,,drop_ship,N
1001660,,drop_ship,N
1001661,,drop_ship,N
1001663,,drop_ship,N
1001665,,drop_ship,N
1001666,,drop_ship,N
1001679,,drop_ship,N
1001688,,drop_ship,N
1001696,,drop_ship,N
1001582,,drop_ship,N
1001627,,drop_ship,N
1001643,,drop_ship,N
1001644,,drop_ship,N
1001657,,drop_ship,N
1001659,,drop_ship,N
1001676,,drop_ship,N
1001682,,drop_ship,N
1001697,,drop_ship,N
1001698,,drop_ship,N
1001702,,drop_ship,N
1001703,,drop_ship,N
1001704,,drop_ship,N
1001597,,drop_ship,N
1001598,,drop_ship,N
1001617,,drop_ship,N
1001619,,drop_ship,N
1001620,,drop_ship,N
1001621,,drop_ship,N
1001633,,drop_ship,N
1001637,,drop_ship,N
1001641,,drop_ship,N
1001642,,drop_ship,N
1001650,,drop_ship,N
1001658,,drop_ship,N
1001675,,drop_ship,N
1001684,,drop_ship,N
1001686,,drop_ship,N
1001689,,drop_ship,N
1001584,,drop_ship,N
1001586,,drop_ship,N
1001587,,drop_ship,N
1001588,,drop_ship,N
1001593,,drop_ship,N
1001594,,drop_ship,N
1001595,,drop_ship,N
1001615,,drop_ship,N
1001616,,drop_ship,N
1001618,,drop_ship,N
1001635,,drop_ship,N
1001662,,drop_ship,N
1001664,,drop_ship,N
1001680,,drop_ship,N
1001681,,drop_ship,N
1001687,,drop_ship,N
1001690,,drop_ship,N
1001694,,drop_ship,N
